frame,time_s,success,ANG_deg,PEN_deg,FL_px,FL_mm,fascicle_angle_deg,pennation_angle_deg,fascicle_length_px,final_fascicle_length_px,super_apo_angle_deg,deep_apo_angle_deg,muscle_thickness_px,selected_line_angle_deg,selected_line_length_px,dohough_mask_density,dohough_n_peaks,n_fascicle_candidates,error
0,0.0,True,12.0,11.499999824627537,2290.9047216824006,nan,12.0,11.499999824627537,2290.9047216824006,2290.9047216824006,0.500000175372463,-7.0439787030562115,456.7329354371306,11.84207534790039,1783.819580078125,0.14047831518829199,10,114,
1,0.09090909090909091,True,12.0,11.500000813538891,2300.5568851980925,nan,12.0,11.500000813538891,2300.5568851980925,2300.5568851980925,0.49999918646110947,-6.817770031423265,458.65730622088745,11.138559341430664,1885.5264892578125,0.1416384079957166,10,112,
2,0.18181818181818182,True,12.0,11.499999824627537,2309.082589076446,nan,12.0,11.499999824627537,2309.082589076446,2309.082589076446,0.500000175372463,-6.654440908521934,460.35701925706877,11.780523300170898,1820.7686767578125,0.13935391754417276,10,95,
3,0.2727272727272727,True,12.0,11.499999824627537,2393.599204326843,nan,12.0,11.499999824627537,2393.599204326843,2393.599204326843,0.500000175372463,0.12931049197399105,477.20692200997604,13.856350898742676,2037.5364990234375,0.1417633410672854,10,89,
4,0.36363636363636365,True,12.0,11.500000813538891,2275.0445216498756,nan,12.0,11.500000813538891,2275.0445216498756,2275.0445216498756,0.49999918646110947,-8.044819448282908,453.5709586432028,12.01147747039795,1993.440185546875,0.14412814563626627,10,96,
5,0.45454545454545453,True,12.0,11.500000813538891,2393.8019758137234,nan,12.0,11.500000813538891,2393.8019758137234,2393.8019758137234,0.49999918646110947,0.10528943005685137,477.2473886288716,-32.868682861328125,876.11572265625,0.1446457255041942,10,97,
6,0.5454545454545454,True,12.0,11.499999824627537,2380.6713792667415,nan,12.0,11.499999824627537,2380.6713792667415,2380.6713792667415,0.500000175372463,-0.2588045647441959,474.62952827001214,14.91031265258789,1881.5203857421875,0.1422452257719079,10,128,
7,0.6363636363636364,True,12.0,11.500000813538891,2379.5134846076476,nan,12.0,11.500000813538891,2379.5134846076476,2379.5134846076476,0.49999918646110947,-0.35379314734316836,474.39872145236956,11.082569122314453,2467.135009765625,0.14172764590398002,10,102,
8,0.7272727272727273,True,12.0,11.499999824627537,2365.893034086299,nan,12.0,11.499999824627537,2365.893034086299,2365.893034086299,0.500000175372463,-0.7175022836005667,471.6832001616089,10.864059448242188,2455.42333984375,0.14107620917365696,10,110,
9,0.8181818181818182,True,12.0,11.499999824627537,2367.7118269167886,nan,12.0,11.499999824627537,2367.7118269167886,2367.7118269167886,0.500000175372463,-0.677963269574775,472.0458091259012,10.154265403747559,2626.509033203125,0.14115652329109404,10,90,
10,0.9090909090909091,True,12.0,11.499999824627537,2313.897198911502,nan,12.0,11.499999824627537,2313.897198911502,2313.897198911502,0.500000175372463,-2.8634396972373963,461.31689806046785,-43.36341857910156,710.7034912109375,0.1410851329644833,10,114,
11,1.0,True,12.0,11.499999824627537,2315.7598072731043,nan,12.0,11.499999824627537,2315.7598072731043,2315.7598072731043,0.500000175372463,-2.7926342924364462,461.68824243656206,14.995078086853027,1759.6732177734375,0.14032661074424416,10,106,
12,1.0909090909090908,True,12.0,11.499999824627537,2323.620889926662,nan,12.0,11.499999824627537,2323.620889926662,2323.620889926662,0.500000175372463,-2.587195751299845,463.2554902239063,10.045330047607422,2379.68701171875,0.14038015348920221,10,102,
13,1.1818181818181819,True,12.0,11.499999824627537,2316.519923695299,nan,12.0,11.499999824627537,2316.519923695299,2316.519923695299,0.500000175372463,-2.784886797821372,461.83978527529166,16.733592987060547,1528.3197021484375,0.13962163126896304,10,105,
14,1.2727272727272727,True,12.0,11.499999824627537,2377.7341926294475,nan,12.0,11.499999824627537,2377.7341926294475,2377.7341926294475,0.500000175372463,-0.37709787207415957,474.0439474459468,11.198026657104492,2437.4599609375,0.14004104943780118,10,110,
15,1.3636363636363635,True,12.0,11.499999824627537,2375.246627340774,nan,12.0,11.499999824627537,2375.246627340774,2375.246627340774,0.500000175372463,-0.5120037297599254,473.5480067000772,-35.134185791015625,832.3326416015625,0.14146885597001607,10,112,
16,1.4545454545454546,True,12.0,11.499999824627537,2273.420000983066,nan,12.0,11.499999824627537,2273.420000983066,2273.420000983066,0.500000175372463,-7.476492579796684,453.247042839886,13.960051536560059,1761.731201171875,0.14029091558093879,10,96,
17,1.5454545454545454,True,12.0,11.499999824627537,2376.1580559247154,nan,12.0,11.499999824627537,2376.1580559247154,2376.1580559247154,0.500000175372463,-0.4244143513282097,473.7297163314927,10.864059448242188,2502.70947265625,0.14105836159200427,10,94,
18,1.6363636363636365,True,12.0,11.499999824627537,2271.773182968597,nan,12.0,11.499999824627537,2271.773182968597,2271.773182968597,0.500000175372463,-7.5983241723862704,452.91872013891975,15.89526653289795,1578.463623046875,0.1417454934856327,10,84,
19,1.7272727272727273,True,12.0,11.499999824627537,2364.4642599173185,nan,12.0,11.499999824627537,2364.4642599173185,2364.4642599173185,0.500000175372463,-0.8206106777390971,471.39834841107603,-42.0643310546875,715.4008178710938,0.14170979832232733,10,123,
20,1.8181818181818181,True,12.0,11.500000813538891,2267.1773501059915,nan,12.0,11.500000813538891,2267.1773501059915,2267.1773501059915,0.49999918646110947,-7.659569467907403,452.00249679332995,15.847704887390137,1438.4068603515625,0.1411654470819204,10,103,
21,1.9090909090909092,True,12.0,11.499999824627537,2365.726355611592,nan,12.0,11.499999824627537,2365.726355611592,2365.726355611592,0.500000175372463,-0.8128383400465964,471.6499698188947,10.980649948120117,2418.556396484375,0.14098697126539353,10,100,
22,2.0,True,12.0,11.499999824627537,2373.984990668026,nan,12.0,11.499999824627537,2373.984990668026,2373.984990668026,0.500000175372463,-0.5197609396134624,473.2964768064306,-34.094970703125,854.1828002929688,0.1403355345350705,10,111,
23,2.090909090909091,True,12.0,11.500000813538891,2373.658483100254,nan,12.0,11.500000813538891,2373.658483100254,2373.658483100254,0.49999918646110947,-0.5596720797609009,473.2314218143651,11.949756622314453,2264.7333984375,0.14195966446546493,10,107,
24,2.1818181818181817,True,12.0,11.500000813538891,2386.414538551086,nan,12.0,11.500000813538891,2386.414538551086,2386.414538551086,0.49999918646110947,-0.11649604840016536,475.774570418395,10.81075668334961,2567.04931640625,0.14382473674817062,10,119,
25,2.272727272727273,True,12.0,11.499999824627537,2381.690245014366,nan,12.0,11.499999824627537,2381.690245014366,2381.690245014366,0.500000175372463,-0.24327310703961302,474.83265742650855,-47.5447998046875,647.048828125,0.14144208459753704,10,100,
26,2.3636363636363638,True,12.0,11.499999824627537,2378.796759196787,nan,12.0,11.499999824627537,2378.796759196787,2378.796759196787,0.500000175372463,-0.3301426309557485,474.25578914447107,14.845451354980469,1886.111083984375,0.14383366053899696,10,80,
27,2.4545454545454546,True,12.0,11.499999824627537,2283.6667334791537,nan,12.0,11.499999824627537,2283.6667334791537,2283.6667334791537,0.500000175372463,-7.295017958352759,455.28991270142274,13.86689567565918,1683.805419921875,0.12132786007495984,10,102,
28,2.5454545454545454,True,12.0,11.500000813538891,2277.2920829716372,nan,12.0,11.500000813538891,2277.2920829716372,2277.2920829716372,0.49999918646110947,-4.544322577902392,454.01905033267064,46.0809211730957,653.4794921875,0.12006068177761914,10,54,
29,2.6363636363636362,True,11.0,10.499999824627537,2502.9649246072963,nan,11.0,10.499999824627537,2502.9649246072963,2502.9649246072963,0.500000175372463,-4.864094649764155,456.12912079136805,65.09523010253906,540.5100708007812,0.12168481170801357,10,41,
30,2.727272727272727,True,12.0,11.499999824627537,2262.3197282529536,nan,12.0,11.499999824627537,2262.3197282529536,2262.3197282529536,0.500000175372463,-6.645018394016915,451.03400442750984,16.831666946411133,1379.0406494140625,0.11709798322327325,10,70,
31,2.8181818181818183,True,12.0,11.500000813538891,2141.187475460839,nan,12.0,11.500000813538891,2141.187475460839,2141.187475460839,0.49999918646110947,-19.4059720543124,426.88415397483567,29.248825073242188,849.6741333007812,0.10284668927360342,10,76,
32,2.909090909090909,True,14.0,13.499999824627537,1945.3728121645875,nan,14.0,13.499999824627537,1945.3728121645875,1945.3728121645875,0.500000175372463,-9.21483175314765,454.1382581812205,10.57352352142334,1950.9097900390625,0.0880956630376584,10,25,
33,3.0,True,14.0,13.500000813538891,1854.5260505409228,nan,14.0,13.500000813538891,1854.5260505409228,1854.5260505409228,0.49999918646110947,-11.223051799606651,432.93053425350735,14.582941055297852,1372.950927734375,0.09457433517758344,10,42,
34,3.090909090909091,True,13.0,12.500000813538891,2021.043630499482,nan,13.0,12.500000813538891,2021.043630499482,2021.043630499482,0.49999918646110947,-10.216049211391265,437.4339311538058,10.149151802062988,1972.8603515625,0.09562734249509192,10,65,
35,3.1818181818181817,True,12.0,11.499999824627537,2171.104425301215,nan,12.0,11.499999824627537,2171.104425301215,2171.104425301215,0.500000175372463,-11.194237235624655,432.8485981643723,35.53767776489258,738.2947998046875,0.10869177226485811,10,35,
36,3.272727272727273,True,13.0,12.499999824627537,2024.2347020537545,nan,13.0,12.499999824627537,2024.2347020537545,2024.2347020537545,0.500000175372463,-10.349497242743553,438.12457138365926,-40.76361083984375,853.8645629882812,0.12238979118329467,10,42,
37,3.3636363636363638,True,14.0,13.500000813538891,2042.7419508791722,nan,14.0,13.500000813538891,2042.7419508791722,2042.7419508791722,0.49999918646110947,-6.027899231264314,476.8686661900612,10.669781684875488,2008.969482421875,0.11524183473139389,10,36,
38,3.4545454545454546,True,13.0,12.499999824627537,1981.9954812907938,nan,13.0,12.499999824627537,1981.9954812907938,1981.9954812907938,0.500000175372463,-10.608588067061305,428.9823308749001,10.784297943115234,1848.683837890625,0.10680885240049973,10,35,
39,3.5454545454545454,True,12.0,11.499999824627537,2219.7200451405715,nan,12.0,11.499999824627537,2219.7200451405715,2219.7200451405715,0.500000175372463,-8.314674682985725,442.54099372633976,32.82854080200195,820.841796875,0.10798679278957701,10,61,
40,3.6363636363636362,True,11.0,10.499999824627537,2430.66043115338,nan,11.0,10.499999824627537,2430.66043115338,2430.66043115338,0.500000175372463,-7.988330901528599,442.95267364895574,39.09385681152344,721.8748779296875,0.11440299839371765,10,46,
41,3.727272727272727,True,11.0,10.499999824627537,2412.7288552061564,nan,11.0,10.499999824627537,2412.7288552061564,2412.7288552061564,0.500000175372463,-8.770516271817968,439.6849035372774,10.007979393005371,1723.25927734375,0.12243441013742638,10,36,
42,3.8181818181818183,True,11.0,10.499999824627537,2519.735620798652,nan,11.0,10.499999824627537,2519.735620798652,2519.735620798652,0.500000175372463,-6.542164303140339,459.1853373741962,11.04734992980957,1854.3497314453125,0.13017133678386578,10,53,
43,3.909090909090909,True,10.0,9.499999824627537,2703.5696489287825,nan,10.0,9.499999824627537,2703.5696489287825,2703.5696489287825,0.500000175372463,-6.927613794919353,446.2176896716185,11.802433967590332,1706.081787109375,0.12087274674281635,10,64,
44,4.0,True,11.0,10.499999824627537,2507.42579407522,nan,11.0,10.499999824627537,2507.42579407522,2507.42579407522,0.500000175372463,-6.433750808565691,456.94204966958165,10.149151802062988,1959.9111328125,0.12611993574870606,10,79,
45,4.090909090909091,True,11.0,10.499999824627537,2515.7818172718676,nan,11.0,10.499999824627537,2515.7818172718676,2515.7818172718676,0.500000175372463,-5.521793236786465,458.46481392269925,30.69972038269043,900.00537109375,0.1231840085668392,10,54,
46,4.181818181818182,True,11.0,10.499999824627537,2486.7501983171446,nan,11.0,10.499999824627537,2486.7501983171446,2486.7501983171446,0.500000175372463,-5.982529566949125,453.1742216739703,13.78785228729248,1572.3023681640625,0.1408977333571301,10,112,
47,4.2727272727272725,True,12.0,11.499999824627537,2278.0463227923033,nan,12.0,11.499999824627537,2278.0463227923033,2278.0463227923033,0.500000175372463,-5.864060787821359,454.16938304906677,30.14138412475586,907.8696899414062,0.13446368017133678,10,126,
48,4.363636363636363,True,12.0,11.500000813538891,2277.058644067139,nan,12.0,11.500000813538891,2277.058644067139,2277.058644067139,0.49999918646110947,-5.729456803319181,453.9725100972202,31.328689575195312,876.12060546875,0.13225950383723006,10,79,
49,4.454545454545454,True,12.0,11.499999824627537,2215.7140978723805,nan,12.0,11.499999824627537,2215.7140978723805,2215.7140978723805,0.500000175372463,-7.176113306686318,441.74233630611167,31.476837158203125,848.8934326171875,0.1345529180796002,10,76,
50,4.545454545454546,True,13.0,12.499999824627537,2023.083037126513,nan,13.0,12.499999824627537,2023.083037126513,2023.083037126513,0.500000175372463,-7.5415253663858834,437.87530547486256,33.690067291259766,828.9391479492188,0.1295288238443691,10,68,
51,4.636363636363637,True,14.0,13.500000813538891,1896.1478564156441,nan,14.0,13.500000813538891,1896.1478564156441,1896.1478564156441,0.49999918646110947,-6.893616946162837,442.64695244492776,31.944751739501953,836.5704956054688,0.13150990540781723,10,65,
52,4.7272727272727275,True,13.0,12.499999824627537,2038.4228007740596,nan,13.0,12.499999824627537,2038.4228007740596,2038.4228007740596,0.500000175372463,-6.901270822928865,441.1954379507999,30.808902740478516,858.2881469726562,0.12694984829555594,10,82,
53,4.818181818181818,True,17.0,16.499999824627537,1528.4673974352534,nan,17.0,16.499999824627537,1528.4673974352534,1528.4673974352534,0.500000175372463,-7.743767778331801,434.10819026556345,26.56505012512207,974.0164794921875,0.1339461003034089,10,119,
54,4.909090909090909,True,14.0,13.499999824627537,1849.0022524541284,nan,14.0,13.499999824627537,1849.0022524541284,1849.0022524541284,0.500000175372463,-7.945816227360581,431.64099809143863,29.797590255737305,860.9471435546875,0.12790469391397466,10,97,
55,5.0,True,14.0,13.499999824627537,1855.7907544010409,nan,14.0,13.499999824627537,1855.7907544010409,1855.7907544010409,0.500000175372463,-7.844642977239516,433.2257423782678,27.181110382080078,956.0068969726562,0.1121542031054792,10,104,
56,5.090909090909091,True,21.0,20.50000081353889,1250.6593478611098,nan,21.0,20.50000081353889,1250.6593478611098,1250.6593478611098,0.49999918646110947,-7.19869014267681,437.9901516955629,27.474430084228516,955.551513671875,0.12821702659289666,10,96,
57,5.181818181818182,True,20.0,19.50000081353889,1326.5768988842524,nan,20.0,19.50000081353889,1326.5768988842524,1326.5768988842524,0.49999918646110947,-6.659968932697836,442.8204859042,27.255327224731445,971.1968383789062,0.1285561306442977,10,112,
58,5.2727272727272725,True,13.0,12.499999824627537,2071.9804390999284,nan,13.0,12.499999824627537,2071.9804390999284,2071.9804390999284,0.500000175372463,-5.940190476120364,448.45864013444606,34.99201583862305,784.2171020507812,0.12876137783330358,10,99,
59,5.363636363636363,True,22.0,21.499999824627537,1227.5034104295005,nan,22.0,21.499999824627537,1227.5034104295005,1227.5034104295005,0.500000175372463,-5.86227879616041,449.8815022349284,34.875328063964844,809.7727661132812,0.13938961270747813,10,135,
60,5.454545454545454,True,24.0,23.50000081353889,1124.8690561755884,nan,24.0,23.50000081353889,1124.8690561755884,1124.8690561755884,0.49999918646110947,-5.877998115308998,448.5405034600643,30.46554183959961,886.1400756835938,0.14928609673389256,10,147,
61,5.545454545454546,True,24.0,23.50000081353889,1137.8884891440484,nan,24.0,23.50000081353889,1137.8884891440484,1137.8884891440484,0.49999918646110947,-5.4468113666679585,453.731990403702,28.072484970092773,965.0742797851562,0.13705157951097627,10,128,
62,5.636363636363637,True,24.0,23.50000081353889,1143.5597205609783,nan,24.0,23.50000081353889,1143.5597205609783,1143.5597205609783,0.49999918646110947,-5.3368897098483785,455.993388724709,32.660911560058594,858.3323364257812,0.13004640371229698,10,126,
63,5.7272727272727275,True,24.0,23.50000081353889,1148.7583493011864,nan,24.0,23.50000081353889,1148.7583493011864,1148.7583493011864,0.49999918646110947,-5.4230056956373005,458.0663371622478,28.886579513549805,949.1599731445312,0.13006425129394966,10,128,
64,5.818181818181818,True,23.0,22.50000081353889,1213.5660290403887,nan,23.0,22.50000081353889,1213.5660290403887,1213.5660290403887,0.49999918646110947,-4.818685349368849,464.4116293145321,30.827661514282227,911.8329467773438,0.1294663573085847,10,122,
65,5.909090909090909,True,24.0,23.50000081353889,1180.6299542437637,nan,24.0,23.50000081353889,1180.6299542437637,1180.6299542437637,0.49999918646110947,-4.158145414071868,470.7751103732627,34.854454040527344,836.3204345703125,0.12409423523112618,10,108,
66,6.0,True,24.0,23.50000081353889,1186.5109365893234,nan,24.0,23.50000081353889,1186.5109365893234,1186.5109365893234,0.49999918646110947,-4.016550370528108,473.1201466844983,34.74317932128906,840.9059448242188,0.13353560592539712,10,130,
67,6.090909090909091,True,25.0,24.50000081353889,1142.0031950230432,nan,25.0,24.50000081353889,1142.0031950230432,1142.0031950230432,0.49999918646110947,-4.323558999288991,473.5810228231187,33.690067291259766,863.3051147460938,0.14551133321434945,10,122,
68,6.181818181818182,True,25.0,24.499999824627537,1152.6563879910434,nan,25.0,24.499999824627537,1152.6563879910434,1152.6563879910434,0.500000175372463,-3.9613642504385496,477.9988119940161,37.47617721557617,799.2830810546875,0.12325539889344994,10,104,
69,6.2727272727272725,True,25.0,24.50000081353889,1153.2557171193748,nan,25.0,24.50000081353889,1153.2557171193748,1153.2557171193748,0.49999918646110947,-4.133881940988516,478.2473678446955,37.40535354614258,790.489501953125,0.13688202748527575,10,114,
70,6.363636363636363,True,25.0,24.499999824627537,1161.2986618403088,nan,25.0,24.499999824627537,1161.2986618403088,1161.2986618403088,0.500000175372463,-3.8738258302292365,481.5827045364204,37.64761734008789,800.3798217773438,0.12844904515438157,10,96,
71,6.454545454545454,True,25.0,24.499999824627537,1162.0376405636086,nan,25.0,24.499999824627537,1162.0376405636086,1162.0376405636086,0.500000175372463,-4.007742530093225,481.8891540173814,23.912317276000977,1149.532958984375,0.12991254684990183,10,107,
72,6.545454545454546,True,19.0,18.499999824627537,1532.3634356894586,nan,19.0,18.499999824627537,1532.3634356894586,1532.3634356894586,0.500000175372463,-3.5974107617167306,486.2260490012484,29.89889907836914,958.4769287109375,0.12469212921649117,10,87,
73,6.636363636363637,True,19.0,18.499999824627537,1552.125439015311,nan,19.0,18.499999824627537,1552.125439015311,1552.125439015311,0.500000175372463,-2.9113601143557446,492.496624619072,26.922029495239258,1067.9588623046875,0.10668391932893093,10,62,
74,6.7272727272727275,True,27.0,26.499999824627537,1108.051282073696,nan,27.0,26.499999824627537,1108.051282073696,1108.051282073696,0.500000175372463,-2.8792933345384597,494.4100558395856,37.77568435668945,809.5140991210938,0.11520613956808852,10,86,
75,6.818181818181818,True,26.0,25.499999824627537,1115.8303263869109,nan,26.0,25.499999824627537,1115.8303263869109,1115.8303263869109,0.500000175372463,-6.21137515805637,480.3773345821301,52.59463882446289,632.2117309570312,0.11392111368909513,10,92,
76,6.909090909090909,True,28.0,27.50000081353889,1077.3755799528824,nan,28.0,27.50000081353889,1077.3755799528824,1077.3755799528824,0.49999918646110947,-2.9744058078538274,497.4766935456555,37.234832763671875,829.5614013671875,0.11441192218454399,10,70,
77,7.0,True,26.0,25.50000081353889,1162.6864330103374,nan,26.0,25.50000081353889,1162.6864330103374,1162.6864330103374,0.49999918646110947,-2.7531739437351916,500.54942642010013,35.362457275390625,869.6702270507812,0.12846689273603426,10,71,
78,7.090909090909091,True,26.0,25.50000081353889,1173.0716864909516,nan,26.0,25.50000081353889,1173.0716864909516,1173.0716864909516,0.49999918646110947,-2.396850297082608,505.0203934197664,40.03025817871094,794.6181030273438,0.1183740853114403,10,90,
